pendaftaran_pelatihan_id,assignment_id,status_submission_id,dokumen_id,submission_link,submitted_at,reviewed_at
PDF015448,ASN000131,REVISI,DOK005948,,2024-06-06 08:22:56,2024-06-06 16:22:56
PDF015449,ASN000155,DITERIMA,DOK005949,,2024-11-05 17:47:58,2024-11-09 19:47:58
PDF015450,ASN000178,DITERIMA,DOK005950,,2024-12-02 03:01:31,2024-12-03 20:01:31
PDF015451,ASN000201,DITERIMA,DOK005951,,2024-03-17 16:24:49,2024-03-20 13:24:49
PDF015452,ASN000224,REVIEW,DOK005952,,2025-04-22 06:00:25,
PDF015453,ASN000254,REVISI,DOK005953,https://marketplace.example.com/store/umkm-454,2024-07-04 09:17:13,2024-07-09 06:17:13
PDF015454,ASN000275,SUBMITTED,DOK005954,https://www.canva.com/design/synthetic-00015454,2025-08-21 22:44:56,
PDF015455,ASN000306,DITERIMA,DOK005955,,2025-06-01 06:47:00,2025-06-06 03:47:00
PDF015456,ASN000331,REVIEW,DOK005956,,2026-01-04 06:04:19,
PDF015457,ASN000359,DITERIMA,DOK005957,,2025-11-08 15:21:44,2025-11-10 10:21:44
PDF015458,ASN000390,DITERIMA,DOK005958,https://marketplace.example.com/store/umkm-459,2025-12-21 15:21:45,2025-12-24 06:21:45
PDF015459,ASN000412,BELUM_SUBMIT,,,,
PDF015460,ASN000439,DITERIMA,DOK005960,,2024-03-27 02:56:00,2024-03-30 16:56:00
PDF015461,ASN000464,SUBMITTED,DOK005961,,2024-09-06 00:21:52,
PDF015462,ASN000494,DITERIMA,DOK005962,,2025-06-03 02:43:02,2025-06-07 10:43:02
PDF015463,ASN000518,BELUM_SUBMIT,,,,
PDF015464,ASN000538,SUBMITTED,DOK005964,,2024-12-12 09:21:12,
PDF015465,ASN000564,DITERIMA,DOK005965,,2025-12-23 12:33:42,2025-12-26 09:33:42
PDF015466,ASN000587,SUBMITTED,DOK005966,,2026-04-27 13:05:26,
PDF015467,ASN000618,DITOLAK,DOK005967,,2026-03-15 23:38:57,2026-03-16 11:38:57
PDF015468,ASN000645,BELUM_SUBMIT,,,,
PDF015469,ASN000669,DITOLAK,DOK005969,,2025-05-15 12:07:27,2025-05-20 07:07:27
PDF015470,ASN000696,DITERIMA,DOK005970,,2024-06-29 06:25:13,2024-06-29 15:25:13
PDF015471,ASN000715,DITERIMA,DOK005971,,2025-11-06 04:32:57,2025-11-07 20:32:57
PDF015472,ASN000741,REVIEW,DOK005972,https://drive.google.com/file/d/synthetic-00015472,2026-04-24 05:44:59,
PDF015473,ASN000768,SUBMITTED,DOK005973,https://drive.google.com/file/d/synthetic-00015473,2025-02-22 14:32:21,
PDF015474,ASN000794,DITERIMA,DOK005974,,2024-05-02 02:26:14,2024-05-04 14:26:14
PDF015475,ASN000821,BELUM_SUBMIT,,,,
PDF015476,ASN000017,BELUM_SUBMIT,,,,
PDF015477,ASN000044,DITERIMA,DOK005977,https://www.canva.com/design/synthetic-00015477,2024-01-23 05:07:01,2024-01-25 01:07:01
PDF015478,ASN000071,DITERIMA,DOK005978,https://drive.google.com/file/d/synthetic-00015478,2025-11-06 13:12:35,2025-11-10 20:12:35
PDF015479,ASN000097,SUBMITTED,DOK005979,,2026-05-05 01:07:09,
PDF015480,ASN000124,DITERIMA,DOK005980,,2024-07-13 07:48:55,2024-07-16 20:48:55
PDF015481,ASN000150,DITERIMA,DOK005981,https://marketplace.example.com/store/umkm-482,2024-03-23 10:42:03,2024-03-26 05:42:03
PDF015482,ASN000170,DITERIMA,DOK005982,https://www.canva.com/design/synthetic-00015482,2025-11-28 11:58:45,2025-12-02 19:58:45
PDF015483,ASN000195,REVIEW,DOK005983,https://www.canva.com/design/synthetic-00015483,2025-05-27 15:57:23,
PDF015484,ASN000218,DITERIMA,DOK005984,,2026-01-05 09:59:02,2026-01-07 22:59:02
PDF015485,ASN000248,REVIEW,DOK005985,,2024-04-13 09:09:28,
PDF015486,ASN000269,SUBMITTED,DOK005986,,2026-06-02 08:19:33,
PDF015487,ASN000299,REVISI,DOK005987,https://drive.google.com/file/d/synthetic-00015487,2025-04-04 04:57:13,2025-04-07 02:57:13
PDF015488,ASN000326,DITERIMA,DOK005988,,2024-06-26 12:37:49,2024-06-28 10:37:49
PDF015489,ASN000349,REVISI,DOK005989,,2026-05-03 23:26:08,2026-05-04 21:26:08
PDF015490,ASN000379,SUBMITTED,DOK005990,,2026-04-02 05:50:06,
PDF015491,ASN000407,SUBMITTED,DOK005991,,2025-11-12 09:33:36,
PDF015492,ASN000430,DITERIMA,DOK005992,,2024-10-30 15:34:59,2024-10-31 16:34:59
PDF015493,ASN000456,BELUM_SUBMIT,,,,
PDF015494,ASN000487,SUBMITTED,DOK005994,,2024-02-14 01:57:01,
PDF015495,ASN000509,DITERIMA,DOK005995,https://marketplace.example.com/store/umkm-496,2025-03-21 05:32:54,2025-03-24 21:32:54
PDF015496,ASN000530,REVIEW,DOK005996,,2025-05-21 15:24:04,
PDF015497,ASN000558,DITERIMA,DOK005997,,2026-02-16 22:57:03,2026-02-18 00:57:03
PDF015498,ASN000582,REVIEW,DOK005998,,2025-07-11 02:21:01,
PDF015499,ASN000607,SUBMITTED,DOK005999,,2025-09-06 15:19:59,
PDF015500,ASN000636,DITERIMA,DOK006000,,2026-02-23 17:14:39,2026-02-26 12:14:39
PDF015501,ASN000661,REVIEW,DOK006001,https://marketplace.example.com/store/umkm-502,2025-03-23 22:57:35,
PDF015502,ASN000686,REVISI,DOK006002,,2024-11-16 02:01:17,2024-11-20 23:01:17
PDF015503,ASN000709,DITERIMA,DOK006003,,2024-07-22 20:54:31,2024-07-26 12:54:31
PDF015504,ASN000732,DITERIMA,DOK006004,,2025-07-10 01:07:32,2025-07-14 16:07:32
PDF015505,ASN000759,REVISI,DOK006005,,2026-01-13 07:30:22,2026-01-14 13:30:22
PDF015506,ASN000786,BELUM_SUBMIT,,,,
PDF015507,ASN000814,BELUM_SUBMIT,,,,
PDF015508,ASN000010,DITOLAK,DOK006008,https://marketplace.example.com/store/umkm-509,2024-07-30 07:16:59,2024-07-30 18:16:59
PDF015509,ASN000037,BELUM_SUBMIT,,,,
PDF015510,ASN000064,SUBMITTED,DOK006010,,2025-01-08 02:06:32,
PDF015511,ASN000087,REVIEW,DOK006011,,2024-11-16 11:23:26,
PDF015512,ASN000116,DITERIMA,DOK006012,,2025-01-22 18:17:58,2025-01-24 21:17:58
PDF015513,ASN000140,REVIEW,DOK006013,https://drive.google.com/file/d/synthetic-00015513,2025-07-20 11:27:02,
PDF015514,ASN000164,REVIEW,DOK006014,,2024-07-14 03:36:49,
PDF015515,ASN000185,DITERIMA,DOK006015,,2025-07-04 12:07:30,2025-07-05 14:07:30
PDF015516,ASN000209,DITERIMA,DOK006016,,2025-08-29 17:44:32,2025-08-30 19:44:32
PDF015517,ASN000237,SUBMITTED,DOK006017,https://www.canva.com/design/synthetic-00015517,2024-09-06 16:12:58,
PDF015518,ASN000262,DITERIMA,DOK006018,,2024-01-21 05:48:52,2024-01-24 00:48:52
PDF015519,ASN000288,DITOLAK,DOK006019,https://drive.google.com/file/d/synthetic-00015519,2025-03-22 02:58:28,2025-03-25 03:58:28
PDF015520,ASN000316,REVISI,DOK006020,https://drive.google.com/file/d/synthetic-00015520,2025-02-15 23:23:21,2025-02-17 08:23:21
PDF015521,ASN000343,DITERIMA,DOK006021,https://drive.google.com/file/d/synthetic-00015521,2026-01-21 18:35:49,2026-01-23 19:35:49
PDF015522,ASN000370,DITERIMA,DOK006022,https://www.canva.com/design/synthetic-00015522,2025-08-01 05:18:32,2025-08-02 13:18:32
PDF015523,ASN000401,BELUM_SUBMIT,,,,
PDF015524,ASN000423,DITERIMA,DOK006024,,2026-05-07 12:16:42,2026-05-11 05:16:42
PDF015525,ASN000450,DITERIMA,DOK006025,,2025-05-11 02:52:23,2025-05-14 21:52:23
PDF015526,ASN000475,SUBMITTED,DOK006026,,2026-04-04 15:23:38,
PDF015527,ASN000503,REVIEW,DOK006027,,2026-03-27 01:39:35,
PDF015528,ASN000524,REVISI,DOK006028,,2025-02-02 13:43:32,2025-02-03 01:43:32
PDF015529,ASN000547,DITERIMA,DOK006029,https://www.canva.com/design/synthetic-00015529,2025-02-11 21:15:38,2025-02-13 21:15:38
PDF015530,ASN000574,DITERIMA,DOK006030,,2025-07-03 01:59:22,2025-07-04 03:59:22
PDF015531,ASN000598,DITERIMA,DOK006031,,2025-10-27 07:59:41,2025-10-29 21:59:41
PDF015532,ASN000628,BELUM_SUBMIT,,,,
PDF015533,ASN000657,DITERIMA,DOK006033,https://drive.google.com/file/d/synthetic-00015533,2025-06-15 05:55:30,2025-06-19 06:55:30
PDF015534,ASN000679,DITERIMA,DOK006034,,2024-01-23 02:40:54,2024-01-26 16:40:54
PDF015535,ASN000703,SUBMITTED,DOK006035,,2025-09-01 23:00:28,
PDF015536,ASN000723,DITERIMA,DOK006036,,2025-05-25 05:13:57,2025-05-28 17:13:57
PDF015537,ASN000750,REVIEW,DOK006037,,2024-05-31 17:19:05,
PDF015538,ASN000776,REVIEW,DOK006038,,2024-08-16 03:57:12,
PDF015539,ASN000805,DITERIMA,DOK006039,https://drive.google.com/file/d/synthetic-00015539,2025-12-27 03:20:30,2025-12-30 22:20:30
PDF015540,ASN000001,BELUM_SUBMIT,,,,
PDF015541,ASN000028,BELUM_SUBMIT,,,,
PDF015542,ASN000057,BELUM_SUBMIT,,,,
PDF015543,ASN000081,BELUM_SUBMIT,,,,
PDF015544,ASN000106,DITERIMA,DOK006044,https://www.canva.com/design/synthetic-00015544,2024-05-29 23:38:28,2024-06-01 20:38:28
PDF015545,ASN000132,SUBMITTED,DOK006045,https://www.canva.com/design/synthetic-00015545,2026-03-12 18:46:07,
PDF015546,ASN000156,REVIEW,DOK006046,,2025-02-16 04:03:52,
PDF015547,ASN000179,REVIEW,DOK006047,,2025-07-09 03:39:28,
PDF015548,ASN000202,DITERIMA,DOK006048,https://drive.google.com/file/d/synthetic-00015548,2024-01-04 19:54:10,2024-01-05 21:54:10
PDF015549,ASN000226,BELUM_SUBMIT,,,,
PDF015550,ASN000255,SUBMITTED,DOK006050,,2024-11-16 02:09:31,
PDF015551,ASN000278,DITERIMA,DOK006051,https://www.canva.com/design/synthetic-00015551,2024-10-08 18:39:47,2024-10-10 00:39:47
PDF015552,ASN000307,DITERIMA,DOK006052,https://marketplace.example.com/store/umkm-553,2026-05-25 16:22:05,2026-05-29 13:22:05
PDF015553,ASN000333,DITERIMA,DOK006053,,2025-05-13 03:14:31,2025-05-15 17:14:31
PDF015554,ASN000362,DITERIMA,DOK006054,https://www.canva.com/design/synthetic-00015554,2025-12-26 10:10:20,2025-12-27 13:10:20
PDF015555,ASN000391,DITERIMA,DOK006055,https://marketplace.example.com/store/umkm-556,2026-02-17 21:53:48,2026-02-19 13:53:48
PDF015556,ASN000414,BELUM_SUBMIT,,,,
PDF015557,ASN000441,DITERIMA,DOK006057,,2025-01-01 23:44:04,2025-01-03 18:44:04
PDF015558,ASN000465,SUBMITTED,DOK006058,,2026-01-24 00:44:59,
PDF015559,ASN000495,REVIEW,DOK006059,,2026-03-13 01:59:30,
PDF015560,ASN000519,DITERIMA,DOK006060,,2024-02-06 04:15:35,2024-02-06 18:15:35
PDF015561,ASN000540,DITERIMA,DOK006061,https://www.canva.com/design/synthetic-00015561,2024-03-27 19:40:05,2024-03-29 16:40:05
PDF015562,ASN000566,BELUM_SUBMIT,,,,
PDF015563,ASN000590,REVISI,DOK006063,,2026-03-11 15:54:25,2026-03-14 04:54:25
PDF015564,ASN000619,REVISI,DOK006064,,2026-05-28 14:44:13,2026-05-31 00:44:13
PDF015565,ASN000646,DITERIMA,DOK006065,,2025-07-31 11:00:13,2025-08-04 08:00:13
PDF015566,ASN000672,SUBMITTED,DOK006066,,2025-11-22 19:36:26,
PDF015567,ASN000698,REVIEW,DOK006067,,2024-04-07 11:17:36,
PDF015568,ASN000716,REVIEW,DOK006068,https://www.canva.com/design/synthetic-00015568,2025-09-23 16:09:10,
PDF015569,ASN000744,REVIEW,DOK006069,https://drive.google.com/file/d/synthetic-00015569,2025-01-08 07:09:28,
PDF015570,ASN000769,DITERIMA,DOK006070,,2024-07-02 10:41:21,2024-07-04 03:41:21
PDF015571,ASN000798,DITERIMA,DOK006071,,2025-11-19 22:03:07,2025-11-23 21:03:07
PDF015572,ASN000824,REVISI,DOK006072,,2024-06-17 08:42:23,2024-06-20 13:42:23
PDF015573,ASN000019,REVIEW,DOK006073,,2025-06-09 11:17:59,
PDF015574,ASN000047,SUBMITTED,DOK006074,,2025-04-04 07:49:20,
PDF015575,ASN000073,REVIEW,DOK006075,,2024-02-29 05:29:58,
PDF015576,ASN000098,DITERIMA,DOK006076,,2025-09-18 00:19:30,2025-09-20 04:19:30
PDF015577,ASN000126,DITERIMA,DOK006077,,2024-05-19 05:37:17,2024-05-19 11:37:17
PDF015578,ASN000151,DITERIMA,DOK006078,,2025-02-13 18:19:13,2025-02-16 02:19:13
PDF015579,ASN000173,REVIEW,DOK006079,https://drive.google.com/file/d/synthetic-00015579,2024-05-03 17:10:51,
PDF015580,ASN000197,BELUM_SUBMIT,,,,
PDF015581,ASN000219,REVIEW,DOK006081,,2024-11-07 02:28:48,
PDF015582,ASN000249,DITERIMA,DOK006082,https://marketplace.example.com/store/umkm-583,2024-03-29 07:42:14,2024-04-01 12:42:14
PDF015583,ASN000271,SUBMITTED,DOK006083,https://www.canva.com/design/synthetic-00015583,2026-02-05 19:03:28,
PDF015584,ASN000301,REVISI,DOK006084,,2024-05-04 09:17:02,2024-05-06 02:17:02
PDF015585,ASN000328,SUBMITTED,DOK006085,,2025-08-29 21:18:54,
PDF015586,ASN000351,BELUM_SUBMIT,,,,
PDF015587,ASN000383,BELUM_SUBMIT,,,,
PDF015588,ASN000408,REVISI,DOK006088,,2025-04-15 01:09:56,2025-04-19 00:09:56
PDF015589,ASN000433,DITOLAK,DOK006089,,2024-01-14 12:52:32,2024-01-15 07:52:32
PDF015590,ASN000459,DITERIMA,DOK006090,https://marketplace.example.com/store/umkm-591,2025-11-06 03:21:46,2025-11-08 00:21:46
PDF015591,ASN000489,SUBMITTED,DOK006091,,2025-07-28 02:41:04,
PDF015592,ASN000511,REVIEW,DOK006092,,2025-10-19 12:06:43,
PDF015593,ASN000533,SUBMITTED,DOK006093,,2026-01-26 00:51:08,
PDF015594,ASN000559,SUBMITTED,DOK006094,https://drive.google.com/file/d/synthetic-00015594,2025-11-02 12:49:59,
PDF015595,ASN000583,SUBMITTED,DOK006095,,2024-05-20 17:24:14,
PDF015596,ASN000611,REVISI,DOK006096,,2025-08-03 19:49:15,2025-08-07 18:49:15
PDF015597,ASN000638,SUBMITTED,DOK006097,,2024-09-07 12:09:26,
PDF015598,ASN000663,DITERIMA,DOK006098,,2025-04-10 14:23:47,2025-04-11 21:23:47
PDF015599,ASN000690,SUBMITTED,DOK006099,https://www.canva.com/design/synthetic-00015599,2024-10-08 18:37:28,
PDF015600,ASN000710,REVISI,DOK006100,,2026-05-04 10:39:26,2026-05-07 20:39:26
PDF015601,ASN000736,SUBMITTED,DOK006101,,2024-06-11 21:29:18,
PDF015602,ASN000760,DITERIMA,DOK006102,,2024-05-04 07:19:32,2024-05-04 13:19:32
PDF015603,ASN000789,REVISI,DOK006103,,2025-11-05 08:24:52,2025-11-06 03:24:52
PDF015604,ASN000816,DITERIMA,DOK006104,https://www.canva.com/design/synthetic-00015604,2025-07-04 07:15:06,2025-07-08 11:15:06
PDF015605,ASN000012,BELUM_SUBMIT,,,,
PDF015606,ASN000038,SUBMITTED,DOK006106,,2024-05-15 18:18:07,
PDF015607,ASN000066,DITOLAK,DOK006107,,2026-04-23 15:03:15,2026-04-26 03:03:15
PDF015608,ASN000090,SUBMITTED,DOK006108,https://www.canva.com/design/synthetic-00015608,2026-01-19 18:13:58,
PDF015609,ASN000117,DITOLAK,DOK006109,https://www.canva.com/design/synthetic-00015609,2025-04-26 08:02:34,2025-04-26 23:02:34
PDF015610,ASN000142,DITERIMA,DOK006110,,2024-03-14 22:46:08,2024-03-17 03:46:08
PDF015611,ASN000166,SUBMITTED,DOK006111,,2026-01-26 01:42:26,
PDF015612,ASN000186,DITERIMA,DOK006112,,2025-08-25 02:48:48,2025-08-28 15:48:48
PDF015613,ASN000212,DITERIMA,DOK006113,,2025-03-10 00:12:12,2025-03-13 09:12:12
PDF015614,ASN000239,SUBMITTED,DOK006114,,2025-02-18 04:33:28,
PDF015615,ASN000264,SUBMITTED,DOK006115,https://drive.google.com/file/d/synthetic-00015615,2024-10-08 15:29:26,
PDF015616,ASN000290,DITERIMA,DOK006116,https://drive.google.com/file/d/synthetic-00015616,2026-06-01 21:23:40,2026-06-02 19:23:40
PDF015617,ASN000319,SUBMITTED,DOK006117,https://marketplace.example.com/store/umkm-618,2026-01-26 11:29:56,
PDF015618,ASN000344,SUBMITTED,DOK006118,,2024-01-20 14:19:29,
PDF015619,ASN000374,REVISI,DOK006119,,2026-04-08 00:42:38,2026-04-08 08:42:38
PDF015620,ASN000404,SUBMITTED,DOK006120,https://www.canva.com/design/synthetic-00015620,2024-04-04 18:05:50,
PDF015621,ASN000425,REVISI,DOK006121,,2024-09-21 10:40:12,2024-09-25 21:40:12
PDF015622,ASN000452,REVISI,DOK006122,,2026-04-29 02:13:04,2026-04-30 19:13:04
PDF015623,ASN000479,REVIEW,DOK006123,https://www.canva.com/design/synthetic-00015623,2025-08-22 00:19:34,
PDF015624,ASN000504,REVISI,DOK006124,https://marketplace.example.com/store/umkm-625,2025-09-11 03:33:02,2025-09-13 07:33:02
PDF015625,ASN000526,DITERIMA,DOK006125,,2024-05-20 13:17:37,2024-05-23 06:17:37
PDF015626,ASN000550,DITERIMA,DOK006126,,2024-06-18 23:05:45,2024-06-23 23:05:45
PDF015627,ASN000577,DITERIMA,DOK006127,https://drive.google.com/file/d/synthetic-00015627,2024-07-13 23:02:47,2024-07-18 15:02:47
PDF015628,ASN000599,REVISI,DOK006128,,2026-03-11 10:34:54,2026-03-13 13:34:54
PDF015629,ASN000630,BELUM_SUBMIT,,,,
PDF015630,ASN000658,SUBMITTED,DOK006130,,2026-05-15 06:12:50,
PDF015631,ASN000681,BELUM_SUBMIT,,,,
PDF015632,ASN000705,DITERIMA,DOK006132,,2024-03-28 14:01:11,2024-04-01 00:01:11
PDF015633,ASN000725,SUBMITTED,DOK006133,,2026-03-29 06:04:46,
PDF015634,ASN000751,BELUM_SUBMIT,,,,
PDF015635,ASN000780,DITERIMA,DOK006135,https://www.canva.com/design/synthetic-00015635,2026-05-23 01:56:45,2026-05-25 10:56:45
PDF015636,ASN000806,REVISI,DOK006136,,2026-02-02 14:26:14,2026-02-03 13:26:14
PDF015637,ASN000004,REVISI,DOK006137,,2025-12-29 02:15:44,2026-01-01 18:15:44
PDF015638,ASN000032,REVIEW,DOK006138,,2024-08-10 08:49:33,
PDF015639,ASN000058,SUBMITTED,DOK006139,,2024-09-17 11:56:04,
PDF015640,ASN000082,SUBMITTED,DOK006140,,2025-12-21 02:51:11,
PDF015641,ASN000110,SUBMITTED,DOK006141,,2024-09-16 17:22:14,
PDF015642,ASN000133,REVISI,DOK006142,https://drive.google.com/file/d/synthetic-00015642,2024-01-24 13:28:58,2024-01-26 15:28:58
PDF015643,ASN000159,SUBMITTED,DOK006143,,2025-12-04 18:51:24,
PDF015644,ASN000180,DITERIMA,DOK006144,,2024-04-28 17:07:49,2024-05-03 02:07:49
PDF015645,ASN000205,REVISI,DOK006145,,2025-07-25 07:00:23,2025-07-29 12:00:23
PDF015646,ASN000229,DITERIMA,DOK006146,,2026-02-01 21:38:30,2026-02-05 16:38:30
PDF015647,ASN000256,SUBMITTED,DOK006147,https://drive.google.com/file/d/synthetic-00015647,2025-08-16 10:29:10,
PDF015648,ASN000279,REVIEW,DOK006148,,2024-04-03 09:26:02,
PDF015649,ASN000308,DITERIMA,DOK006149,,2024-02-14 00:43:06,2024-02-17 01:43:06
PDF015650,ASN000336,BELUM_SUBMIT,,,,
PDF015651,ASN000363,DITERIMA,DOK006151,,2025-03-03 00:37:50,2025-03-07 09:37:50
PDF015652,ASN000394,SUBMITTED,DOK006152,https://drive.google.com/file/d/synthetic-00015652,2025-02-16 08:48:32,
PDF015653,ASN000418,REVIEW,DOK006153,https://www.canva.com/design/synthetic-00015653,2024-08-09 15:24:43,
PDF015654,ASN000442,DITOLAK,DOK006154,,2024-02-20 16:41:11,2024-02-23 17:41:11
PDF015655,ASN000467,DITERIMA,DOK006155,,2026-04-03 16:07:05,2026-04-06 08:07:05
PDF015656,ASN000496,DITERIMA,DOK006156,,2024-03-18 14:31:48,2024-03-19 08:31:48
PDF015657,ASN000521,DITERIMA,DOK006157,,2025-06-17 02:32:21,2025-06-17 10:32:21
PDF015658,ASN000542,DITOLAK,DOK006158,,2026-02-03 09:37:28,2026-02-08 08:37:28
PDF015659,ASN000568,SUBMITTED,DOK006159,,2024-01-30 22:34:32,
PDF015660,ASN000591,BELUM_SUBMIT,,,,
PDF015661,ASN000621,SUBMITTED,DOK006161,,2025-10-19 22:13:05,
PDF015662,ASN000649,DITOLAK,DOK006162,,2025-02-19 16:49:33,2025-02-20 17:49:33
PDF015663,ASN000674,DITOLAK,DOK006163,https://drive.google.com/file/d/synthetic-00015663,2024-09-10 18:25:29,2024-09-14 15:25:29
PDF015664,ASN000699,BELUM_SUBMIT,,,,
PDF015665,ASN000718,DITERIMA,DOK006165,,2024-08-02 18:12:03,2024-08-05 23:12:03
PDF015666,ASN000745,DITERIMA,DOK006166,https://www.canva.com/design/synthetic-00015666,2024-07-14 20:12:04,2024-07-19 02:12:04
PDF015667,ASN000772,BELUM_SUBMIT,,,,
PDF015668,ASN000799,REVIEW,DOK006168,,2024-09-26 17:27:01,
PDF015669,ASN000825,SUBMITTED,DOK006169,https://www.canva.com/design/synthetic-00015669,2025-02-26 23:39:51,
PDF015670,ASN000021,BELUM_SUBMIT,,,,
PDF015671,ASN000051,SUBMITTED,DOK006171,,2025-11-09 19:45:52,
PDF015672,ASN000074,REVISI,DOK006172,https://drive.google.com/file/d/synthetic-00015672,2024-09-07 11:15:27,2024-09-08 18:15:27
PDF015673,ASN000100,SUBMITTED,DOK006173,,2024-06-13 01:18:59,
PDF015674,ASN000127,DITERIMA,DOK006174,https://drive.google.com/file/d/synthetic-00015674,2024-08-04 22:06:21,2024-08-05 14:06:21
PDF015675,ASN000153,REVISI,DOK006175,,2025-07-24 14:08:54,2025-07-25 07:08:54
PDF015676,ASN000175,BELUM_SUBMIT,,,,
PDF015677,ASN000199,DITERIMA,DOK006177,https://drive.google.com/file/d/synthetic-00015677,2025-11-12 02:33:07,2025-11-13 04:33:07
PDF015678,ASN000220,DITERIMA,DOK006178,,2025-07-26 02:16:27,2025-07-28 04:16:27
PDF015679,ASN000251,REVISI,DOK006179,,2026-01-25 09:53:12,2026-01-26 22:53:12
PDF015680,ASN000272,BELUM_SUBMIT,,,,
PDF015681,ASN000302,DITERIMA,DOK006181,,2025-04-30 04:22:47,2025-05-02 07:22:47
PDF015682,ASN000329,DITOLAK,DOK006182,,2025-01-18 15:43:25,2025-01-21 01:43:25
PDF015683,ASN000354,BELUM_SUBMIT,,,,
PDF015684,ASN000384,SUBMITTED,DOK006184,,2025-11-25 00:36:49,
PDF015685,ASN000410,SUBMITTED,DOK006185,,2024-09-28 06:51:09,
PDF015686,ASN000437,DITERIMA,DOK006186,,2024-05-08 08:28:58,2024-05-11 01:28:58
PDF015687,ASN000460,DITOLAK,DOK006187,https://marketplace.example.com/store/umkm-688,2024-03-16 09:58:40,2024-03-21 03:58:40
PDF015688,ASN000491,REVIEW,DOK006188,,2026-02-12 12:32:11,
PDF015689,ASN000515,SUBMITTED,DOK006189,https://marketplace.example.com/store/umkm-690,2026-05-09 09:15:17,
PDF015690,ASN000534,BELUM_SUBMIT,,,,
PDF015691,ASN000561,DITERIMA,DOK006191,,2025-11-19 02:49:23,2025-11-23 00:49:23
PDF015692,ASN000584,REVIEW,DOK006192,,2024-07-23 13:43:29,
PDF015693,ASN000613,SUBMITTED,DOK006193,,2024-05-07 14:17:59,
PDF015694,ASN000642,SUBMITTED,DOK006194,,2025-09-14 11:20:30,
PDF015695,ASN000665,DITOLAK,DOK006195,,2024-12-27 20:54:57,2024-12-31 22:54:57
PDF015696,ASN000691,REVIEW,DOK006196,,2025-06-12 14:43:25,
PDF015697,ASN000712,DITOLAK,DOK006197,,2024-10-07 14:46:31,2024-10-09 16:46:31
PDF015698,ASN000737,BELUM_SUBMIT,,,,
PDF015699,ASN000761,SUBMITTED,DOK006199,,2025-09-02 20:22:30,
PDF015700,ASN000790,DITERIMA,DOK006200,,2026-02-11 19:52:14,2026-02-12 14:52:14
PDF015701,ASN000818,REVISI,DOK006201,,2024-05-18 14:11:43,2024-05-23 12:11:43
PDF015702,ASN000013,REVISI,DOK006202,,2024-01-04 21:10:43,2024-01-07 14:10:43
PDF015703,ASN000041,SUBMITTED,DOK006203,https://drive.google.com/file/d/synthetic-00015703,2024-01-12 23:46:29,
PDF015704,ASN000067,DITERIMA,DOK006204,,2026-05-24 00:51:17,2026-05-26 22:51:17
PDF015705,ASN000091,DITERIMA,DOK006205,,2025-09-23 21:04:22,2025-09-28 06:04:22
PDF015706,ASN000120,DITERIMA,DOK006206,,2024-09-28 07:39:35,2024-09-28 15:39:35
PDF015707,ASN000145,DITERIMA,DOK006207,,2024-11-27 21:34:08,2024-12-02 02:34:08
PDF015708,ASN000167,DITOLAK,DOK006208,,2024-12-22 16:50:39,2024-12-24 19:50:39
PDF015709,ASN000190,DITOLAK,DOK006209,,2024-06-28 11:29:34,2024-07-01 17:29:34
PDF015710,ASN000214,REVIEW,DOK006210,,2024-03-15 01:40:05,
PDF015711,ASN000242,SUBMITTED,DOK006211,https://drive.google.com/file/d/synthetic-00015711,2024-10-09 09:35:20,
PDF015712,ASN000265,SUBMITTED,DOK006212,,2024-08-15 09:57:22,
PDF015713,ASN000294,BELUM_SUBMIT,,,,
PDF015714,ASN000320,DITERIMA,DOK006214,,2024-01-07 11:58:33,2024-01-10 10:58:33
PDF015715,ASN000346,REVIEW,DOK006215,,2025-07-11 13:21:36,
PDF015716,ASN000375,DITERIMA,DOK006216,,2026-01-10 02:59:31,2026-01-13 14:59:31
PDF015717,ASN000405,DITERIMA,DOK006217,,2025-11-01 00:56:15,2025-11-02 17:56:15
PDF015718,ASN000426,REVISI,DOK006218,,2024-06-11 14:58:34,2024-06-15 14:58:34
PDF015719,ASN000454,REVIEW,DOK006219,,2025-02-27 17:12:56,
PDF015720,ASN000480,REVIEW,DOK006220,,2025-10-02 09:07:16,
PDF015721,ASN000507,SUBMITTED,DOK006221,,2024-01-18 13:18:22,
PDF015722,ASN000527,REVIEW,DOK006222,,2024-10-03 13:01:58,
PDF015723,ASN000551,DITERIMA,DOK006223,,2025-02-24 10:47:51,2025-02-24 22:47:51
PDF015724,ASN000578,REVIEW,DOK006224,,2024-04-18 01:03:04,
PDF015725,ASN000603,SUBMITTED,DOK006225,,2025-10-28 20:17:39,
PDF015726,ASN000631,DITERIMA,DOK006226,,2024-09-11 04:21:16,2024-09-12 13:21:16
PDF015727,ASN000659,BELUM_SUBMIT,,,,
PDF015728,ASN000682,DITERIMA,DOK006228,https://drive.google.com/file/d/synthetic-00015728,2026-01-23 07:55:00,2026-01-24 02:55:00
PDF015729,ASN000707,REVISI,DOK006229,https://drive.google.com/file/d/synthetic-00015729,2024-02-08 12:19:58,2024-02-10 03:19:58
PDF015730,ASN000728,DITERIMA,DOK006230,,2024-11-13 04:26:32,2024-11-17 19:26:32
PDF015731,ASN000754,REVISI,DOK006231,,2024-10-06 21:44:57,2024-10-11 18:44:57
